property_name,address,type,size,room_num,bathroom_num,price,precise_address,longitude,latitude
银星阁,跑马地,单幢式大厦,940,3,2,"45,000",香港跑马地银星阁,114.188983,22.266227
显辉豪庭,东半山,公寓,946,3,2,"44,000",香港东半山显辉豪庭,114.163825,22.276284
逸珑湾,大埔,屋苑,"1,400",4,3,"45,000",香港大埔逸珑湾,114.21087,22.42839
大埔洋房/独立屋,大埔,洋房/独立屋,"2,005",4,3,"45,000",香港大埔大埔洋房/独立屋,114.163825,22.276284
畔山徑,愉景湾,公寓,"1,519",3,2,"43,000",香港愉景湾畔山徑,114.027788,22.292031
帝豪阁 C座,西半山,公寓,"1,027",3,2,"46,000",香港西半山帝豪阁 C座,114.149828,22.279606
雍慧阁,西半山,公寓,834,3,2,"46,000",香港西半山雍慧阁,114.163825,22.276284
宝华轩,西半山,公寓,797,3,2,"46,000",香港西半山宝华轩,114.163825,22.276284
峻弦 1座,牛池湾,公寓,"1,164",3,2,"46,000",香港牛池湾峻弦 1座,114.218858,22.336048
宏丰台8A-8D,大坑,公寓,"1,213",3,2,"46,000",香港大坑宏丰台8A-8D,114.200628,22.271648
宏丰台8A-8D,大坑,公寓,"1,213",3,2,"46,000",香港大坑宏丰台8A-8D,114.200628,22.271648
琼峰台,西半山,公寓,"1,058",3,2,"43,000",香港西半山琼峰台,114.163825,22.276284
深湾轩 1座,鴨脷洲,公寓,954,3,3,"43,000",香港鴨脷洲深湾轩 1座,114.163825,22.276284
嘉苑,中半山,公寓,772,1,2,"43,500",香港中半山嘉苑,114.163825,22.276284
尚贤居,中上环,公寓,672,2,2,"43,000",香港中上环尚贤居,114.1565,22.280335
翠景楼,跑马地,公寓,925,3,2,"43,000",香港跑马地翠景楼,114.188983,22.266227
普仁街2號,中上环,公寓,753,2,2,"45,000",香港中上环普仁街2號,114.152574,22.282868
西浦,西营盘,公寓,884,3,2,"45,000",香港西营盘西浦,114.144729,22.283989
明德山,西营盘,公寓,516,2,1,"45,000",香港西营盘明德山,114.144729,22.283989
雍慧阁,西半山,公寓,860,3,2,"43,000",香港西半山雍慧阁,114.163825,22.276284
琼峰台,西半山,公寓,"1,058",3,2,"43,000",香港西半山琼峰台,114.163825,22.276284
日景阁,西半山,公寓,768,1,2,"46,000",香港西半山日景阁,114.163825,22.276284
宝华轩,西半山,公寓,797,2,2,"45,000",香港西半山宝华轩,114.163825,22.276284
漾日居,九龙站,公寓,"1,076",3,2,"43,000",香港九龙站漾日居,114.166221,22.30253
美丽阁,西半山,公寓,"1,094",3,1,"43,000",香港西半山美丽阁,114.153801,22.279375
显辉豪庭,东半山,公寓,964,3,2,"44,000",香港东半山显辉豪庭,114.163825,22.276284
愉景湾 4期 - 蘅峰: 碧涛轩,愉景湾,公寓,"1,314",3,2,"45,000",香港愉景湾愉景湾 4期 - 蘅峰: 碧涛轩,114.027788,22.292031
华芝大厦,跑马地,公寓,"1,290",2,2,"44,000",香港跑马地华芝大厦,114.188983,22.266227
礼贤阁,西半山,公寓,"1,008",2,2,"43,000",香港西半山礼贤阁,114.163825,22.276284
柏蔚山,北角,公寓,823,3,2,"43,500",香港北角柏蔚山,114.163825,22.276284
龙华花园,渣甸山,屋苑,962,3,3,"46,000",香港渣甸山龙华花园,114.163825,22.276284
殷然,西半山,屋苑,588,2,1,"45,000",香港西半山殷然,114.163825,22.276284
My Central,中上环,单幢式大厦,662,2,2,"45,000",香港中上环My Central,114.163825,22.276284
君临天下 3 座,九龙站,屋苑,818,2,2,"42,600",香港九龙站君临天下 3 座,114.166221,22.30253
擎天半岛 2 座,九龙站,屋苑,"1,052",3,3,"46,000",香港九龙站擎天半岛 2 座,114.16758,22.303549
愉景湾11期 - 海澄湖畔一段 低座洋房 / 独立屋,愉景湾,公寓,"1,146",3,2,"45,000",香港愉景湾愉景湾11期 - 海澄湖畔一段 低座洋房 / 独立屋,114.027788,22.292031
Resiglow Bonham,西营盘,公寓,551,2,1,"43,000",香港西营盘Resiglow Bonham,114.144729,22.283989
君临天下,九龙站,单幢式大厦,818,2,2,"45,000",香港九龙站君临天下,114.166221,22.30253
宝云道6B-6E号,中半山,公寓,980,3,3,"43,000",香港中半山宝云道6B-6E号,114.171802,22.271833
君临天下,九龙站,单幢式大厦,"1,015",3,2,"46,000",香港九龙站君临天下,114.166221,22.30253
宝华轩,西半山,公寓,870,3,2,"45,000",香港西半山宝华轩,114.163825,22.276284
殷桦花园,西半山,公寓,819,3,2,"45,000",香港西半山殷桦花园,114.153102,22.27857
雅景花园,大埔,洋房/独立屋,"1,336",4,3,"44,000",香港大埔雅景花园,114.203229,22.456026
本木,尖沙咀,单幢式大厦,721,3,3,"45,000",香港尖沙咀本木,114.163825,22.276284
天赋海湾 1期,大埔,屋苑,"1,398",4,3,"43,000",香港大埔天赋海湾 1期,114.20707,22.430319
逸珑湾 I期 - 洋房,大埔,屋苑,"1,081",3,3,"45,000",香港大埔逸珑湾 I期 - 洋房,114.21087,22.42839
比华利山 K座,跑马地,屋苑,"1,083",3,2,"45,000",香港跑马地比华利山 K座,114.188983,22.266227
龙华花园,渣甸山,屋苑,962,3,2,"43,800",香港渣甸山龙华花园,114.163825,22.276284
帝欣苑 2期,大埔,屋苑,"1,987",3,3,"43,000",香港大埔帝欣苑 2期,114.160145,22.451219
显辉豪庭,东半山,公寓,"1,009",3,2,"44,500",香港东半山显辉豪庭,114.163825,22.276284
景愉居,天后,单幢式大厦,"1,122",3,2,"45,000",香港天后景愉居,114.198115,22.281765
丽峰花园,火炭,洋房/独立屋,"1,862",5,5,"45,000",香港火炭丽峰花园,114.163825,22.276284
美华阁,跑马地,单幢式大厦,943,3,2,"43,000",香港跑马地美华阁,114.188983,22.266227
宝云道6B-6E号,中半山,公寓,"1,017",3,2,"45,000",香港中半山宝云道6B-6E号,114.171802,22.271833
何文田山1号,何文田,单幢式大厦,"1,006",3,3,"46,000",香港何文田何文田山1号,114.190085,22.309222
维港·星岸,紅磡,屋苑,"1,074",4,3,"43,800",香港紅磡维港·星岸,114.163825,22.276284
大埔洋房/独立屋,大埔,洋房/独立屋,"1,596",5,3,"43,800",香港大埔大埔洋房/独立屋,114.163825,22.276284
Y.I,大坑,公寓,825,3,2,"45,000",香港大坑Y.I,114.200628,22.271648
加多近山,坚尼地城,公寓,731,3,2,"45,000",香港坚尼地城加多近山,114.163825,22.276284
堅尼地道38B-38C号,中半山,公寓,"1,122",3,2,"45,000",香港中半山堅尼地道38B-38C号,114.163208,22.27359
擎天半岛 2 座,九龙站,公寓,870,3,2,"43,000",香港九龙站擎天半岛 2 座,114.16758,22.303549
君临天下 1 座,九龙站,公寓,"1,015",3,2,"45,500",香港九龙站君临天下 1 座,114.166221,22.30253
柏蔚山2座,北角,公寓,909,3,2,"46,000",香港北角柏蔚山2座,114.163825,22.276284
宝华轩,西半山,公寓,797,2,2,"45,000",香港西半山宝华轩,114.163825,22.276284
太古城 - 海景花园 (西) 37座 金枫阁,太古城/康怡,公寓,"1,015",3,2,"45,000",香港太古城/康怡太古城 - 海景花园 (西) 37座 金枫阁,114.219675,22.283189
缙城峰1座,西营盘,公寓,777,3,2,"46,000",香港西营盘缙城峰1座,114.148181,22.283624
傲翔湾畔,坚尼地城,公寓,790,3,2,"46,000",香港坚尼地城傲翔湾畔,114.163825,22.276284
星域轩 1座,湾仔,公寓,719,1,2,"43,000",香港湾仔星域轩 1座,114.163825,22.276284
Castle One By V,西半山,公寓,600,1,1,"43,500",香港西半山Castle One By V,114.163825,22.276284
颖章大厦,西半山,公寓,"1,116",3,2,"45,000",香港西半山颖章大厦,114.163825,22.276284
星域轩,湾仔,公寓,761,2,1,"43,500",香港湾仔星域轩,114.163825,22.276284
罗便臣道31号,西半山,公寓,884,3,2,"45,000",香港西半山罗便臣道31号,114.15625,22.27666
Castle One By V,西半山,公寓,618,2,1,"44,500",香港西半山Castle One By V,114.163825,22.276284
美华阁,跑马地,公寓,"1,100",3,3,"45,000",香港跑马地美华阁,114.188983,22.266227
东山台12号,东半山,公寓,"1,122",2,2,"45,000",香港东半山东山台12号,114.186192,22.264791
渣甸豪庭,大坑,公寓,771,3,2,"43,000",香港大坑渣甸豪庭,114.198708,22.273076
尚汇,湾仔,单幢式大厦,686,2,1,"45,000",香港湾仔尚汇,114.163825,22.276284
衡峰阁,北角半山/宝马山,单幢式大厦,"1,109",3,3,"44,000",香港北角半山/宝马山衡峰阁,114.200729,22.284435
维港·星岸,紅磡,屋苑,"1,100",4,3,"46,000",香港紅磡维港·星岸,114.163825,22.276284
维港·星岸,紅磡,屋苑,"1,084",4,3,"45,800",香港紅磡维港·星岸,114.163825,22.276284
维港·星岸,紅磡,屋苑,"1,084",4,3,"45,800",香港紅磡维港·星岸,114.163825,22.276284
光明台,大坑,屋苑,800,3,2,"43,000",香港大坑光明台,114.198402,22.274275
宝翠园,薄扶林,屋苑,901,3,3,"44,000",香港薄扶林宝翠园,114.138337,22.282395
皓畋 3座,何文田,屋苑,928,3,3,"46,000",香港何文田皓畋 3座,114.163825,22.276284
逸珑湾,大埔,屋苑,"1,400",4,3,"46,000",香港大埔逸珑湾,114.21087,22.42839
皓畋 6座,何文田,屋苑,936,3,3,"42,888",香港何文田皓畋 6座,114.163825,22.276284
升荟,东涌,屋苑,"1,420",4,4,"45,000",香港东涌升荟,113.939633,22.280441
Kensington Hill,西营盘,公寓,804,3,2,"46,000",香港西营盘Kensington Hill,114.144729,22.283989
擎天半岛 2 座,九龙站,屋苑,897,3,2,"43,000",香港九龙站擎天半岛 2 座,114.16758,22.303549
松涛轩,西貢,村屋,"2,100",4,3,"45,000",香港西貢松涛轩,114.163825,22.276284
翠景楼,跑马地,单幢式大厦,925,3,2,"45,500",香港跑马地翠景楼,114.188983,22.266227
天赋海湾 3期 - 海钻,大埔,屋苑,"1,409",4,2,"46,000",香港大埔天赋海湾 3期 - 海钻,114.20707,22.430319
银禧大厦,跑马地,单幢式大厦,952,2,2,"45,000",香港跑马地银禧大厦,114.188983,22.266227
宝华轩,西半山,单幢式大厦,797,2,2,"45,000",香港西半山宝华轩,114.163825,22.276284
南湾花园 C座,浅水湾,屋苑,850,2,2,"45,000",香港浅水湾南湾花园 C座,114.200263,22.235277
君颐峰,何文田,屋苑,"1,074",3,2,"45,000",香港何文田君颐峰,114.181477,22.308457
丽豪阁,西半山,公寓,839,2,2,"45,000",香港西半山丽豪阁,114.202632,22.460009
华纳大厦,铜锣湾,单幢式大厦,"1,690",4,2,"43,000",香港铜锣湾华纳大厦,114.189409,22.278213
君临天下 1 座,九龙站,屋苑,794,2,2,"45,000",香港九龙站君临天下 1 座,114.166221,22.30253
西貢村屋,西貢,村屋,"1,400",3,3,"43,000",香港西貢西貢村屋,114.163825,22.276284
帝景阁,中半山,单幢式大厦,856,2,2,"46,000",香港中半山帝景阁,114.163356,22.273835
The Austin 3座,尖沙咀,单幢式大厦,899,3,2,"45,000",香港尖沙咀The Austin 3座,114.163825,22.276284
乐园,跑马地,单幢式大厦,855,3,2,"45,000",香港跑马地乐园,114.049084,22.32017
昍逵阁,大坑,单幢式大厦,961,3,2,"43,000",香港大坑昍逵阁,114.200628,22.271648
锦翠园,西半山,公寓,865,3,2,"45,000",香港西半山锦翠园,114.163825,22.276284
南湾,鴨脷洲,公寓,"1,174",2,2,"46,000",香港鴨脷洲南湾,114.163825,22.276284
天赋海湾,大埔,屋苑,"1,414",4,3,"46,000",香港大埔天赋海湾,114.20707,22.430319
愉苑,跑马地,公寓,"1,086",3,3,"43,000",香港跑马地愉苑,114.19749,22.2341
书院道 9号,九龙塘,单幢式大厦,"1,020",3,2,"43,240",香港九龙塘书院道 9号,114.188864,22.326079
胜宗大厦,中半山,单幢式大厦,"1,002",2,1,"45,000",香港中半山胜宗大厦,114.163825,22.276284
胜宗大厦,中半山,单幢式大厦,"1,002",2,1,"45,000",香港中半山胜宗大厦,114.163825,22.276284
缙城峰,西营盘,公寓,763,3,2,"44,000",香港西营盘缙城峰,114.147721,22.283716
君颐峰,何文田,屋苑,"1,074",3,2,"43,800",香港何文田君颐峰,114.181477,22.308457
皓畋,何文田,屋苑,932,3,2,"43,000",香港何文田皓畋,114.163825,22.276284
皓畋,何文田,屋苑,865,3,2,"43,000",香港何文田皓畋,114.163825,22.276284
巴富洋楼,何文田,屋苑,"1,195",3,3,"43,800",香港何文田巴富洋楼,114.163825,22.276284
君颐峰,何文田,屋苑,"1,074",3,2,"45,000",香港何文田君颐峰,114.181477,22.308457
愉景湾 4期 - 蘅峰: 碧涛轩,愉景湾,公寓,"1,314",3,2,"43,000",香港愉景湾愉景湾 4期 - 蘅峰: 碧涛轩,114.027788,22.292031
太古城 - 海景花园 (西) 36座 紫桦阁,太古城/康怡,屋苑,"1,114",3,2,"46,000",香港太古城/康怡太古城 - 海景花园 (西) 36座 紫桦阁,114.219675,22.283189
乐信台 3座,西半山,公寓,746,2,2,"46,000",香港西半山乐信台 3座,114.163825,22.276284
御金·国峯 1 座,油麻地,公寓,"1,138",4,2,"45,000",香港油麻地御金·国峯 1 座,114.170492,22.307045
尚汇,湾仔,公寓,690,2,1,"43,000",香港湾仔尚汇,114.163825,22.276284
Grand Austin 3A 座,尖沙咀,公寓,870,3,2,"45,000",香港尖沙咀Grand Austin 3A 座,114.163825,22.276284
龙华花园 1座,渣甸山,公寓,976,3,2,"43,000",香港渣甸山龙华花园 1座,114.163825,22.276284
雍景台 1 座,西半山,公寓,893,2,2,"45,000",香港西半山雍景台 1 座,114.153974,22.278987
贝沙湾二期 - 南岸 1 座,贝沙湾,公寓,908,2,2,"45,000",香港贝沙湾贝沙湾二期 - 南岸 1 座,114.137592,22.25173
漾日居 6 座,九龙站,公寓,945,3,2,"43,000",香港九龙站漾日居 6 座,114.166221,22.30253
爱富华庭,西半山,公寓,830,3,2,"46,000",香港西半山爱富华庭,114.163825,22.276284
胜宗大厦,中半山,公寓,742,1,1,"45,000",香港中半山胜宗大厦,114.163825,22.276284
帝豪阁 C座,西半山,公寓,"1,027",3,2,"45,000",香港西半山帝豪阁 C座,114.149828,22.279606
会景阁,湾仔,公寓,990,2,2,"46,000",香港湾仔会景阁,114.163825,22.276284
联邦花园,西半山,公寓,"1,166",2,2,"45,000",香港西半山联邦花园,114.163825,22.276284
星域轩,湾仔,公寓,786,2,2,"45,000",香港湾仔星域轩,114.163825,22.276284
殷桦花园,西半山,公寓,842,3,2,"45,000",香港西半山殷桦花园,114.153102,22.27857
君颐峰,何文田,公寓,931,2,2,"43,000",香港何文田君颐峰,114.181477,22.308457
帝后台,大坑,公寓,"1,003",4,2,"45,000",香港大坑帝后台,114.200628,22.271648
晓峰阁,中半山,公寓,772,2,1,"45,000",香港中半山晓峰阁,114.157338,22.27233
龙景花园,北角半山/宝马山,公寓,830,3,2,"45,000",香港北角半山/宝马山龙景花园,114.190579,22.317007
嘉苑,中半山,公寓,783,2,2,"45,000",香港中半山嘉苑,114.163825,22.276284
联邦花园,西半山,公寓,"1,166",2,1,"45,000",香港西半山联邦花园,114.163825,22.276284
君临天下,九龙站,公寓,"1,015",3,2,"43,800",香港九龙站君临天下,114.166221,22.30253
龙腾阁,西半山,公寓,"1,024",2,2,"45,000",香港西半山龙腾阁,114.050532,22.359483
缙城峰,西营盘,公寓,763,3,2,"44,000",香港西营盘缙城峰,114.147721,22.283716
罗便臣道31号,西半山,公寓,881,3,2,"45,000",香港西半山罗便臣道31号,114.15625,22.27666
帝豪阁,西半山,公寓,963,3,2,"45,000",香港西半山帝豪阁,114.149828,22.279606
缙城峰,西营盘,公寓,777,3,2,"46,000",香港西营盘缙城峰,114.147721,22.283716
宝华轩,西半山,公寓,797,3,2,"46,000",香港西半山宝华轩,114.163825,22.276284
尚汇,湾仔,公寓,690,2,1,"43,000",香港湾仔尚汇,114.163825,22.276284
旭日大厦,中上环,公寓,630,2,1,"45,000",香港中上环旭日大厦,114.163825,22.276284
柏宁顿花园,西貢,洋房/独立屋,"1,212",3,2,"45,000",香港西貢柏宁顿花园,114.163825,22.276284
满峰台,中半山,公寓,"1,107",3,2,"45,000",香港中半山满峰台,114.163825,22.276284
海华大厦,铜锣湾,公寓,"21,108",3,2,"46,000",香港铜锣湾海华大厦,114.189409,22.278213
雍慧阁,西半山,公寓,862,3,2,"45,000",香港西半山雍慧阁,114.163825,22.276284
星钻,西营盘,公寓,583,2,1,"43,800",香港西营盘星钻,114.144729,22.283989
集德苑,何文田,单幢式大厦,"1,346",3,2,"44,000",香港何文田集德苑,114.189267,22.317017
辉煌豪园,西半山,公寓,803,2,2,"45,000",香港西半山辉煌豪园,114.163825,22.276284
西貢村屋,西貢,村屋,"2,100",4,4,"45,000",香港西貢西貢村屋,114.163825,22.276284
雍慧阁,西半山,公寓,843,2,1,"45,000",香港西半山雍慧阁,114.163825,22.276284
贝沙湾一期,贝沙湾,屋苑,844,2,2,"44,000",香港贝沙湾贝沙湾一期,114.137592,22.25173
宝华轩,西半山,公寓,797,2,2,"45,000",香港西半山宝华轩,114.163825,22.276284
雍慧阁,西半山,公寓,878,3,2,"45,000",香港西半山雍慧阁,114.163825,22.276284
金泰別墅,沙田,洋房/独立屋,"1,800",5,3,"44,800",香港沙田金泰別墅,114.163825,22.276284
山光苑,跑马地,单幢式大厦,860,3,2,"46,000",香港跑马地山光苑,114.190058,22.264307
碧华花园,九龙塘,屋苑,"1,211",3,2,"45,000",香港九龙塘碧华花园,114.18832,22.324939
大埔洋房/独立屋,大埔,洋房/独立屋,"1,606",3,3,"42,800",香港大埔大埔洋房/独立屋,114.163825,22.276284
缙城峰,西营盘,公寓,559,2,1,"45,000",香港西营盘缙城峰,114.147721,22.283716
贺龙居,何文田,屋苑,"1,065",3,2,"45,000",香港何文田贺龙居,114.163825,22.276284
蔚皇居,中半山,公寓,727,3,2,"45,000",香港中半山蔚皇居,114.157837,22.271103
紅山半岛 4期 8座,红山半岛,屋苑,954,2,2,"45,000",香港红山半岛紅山半岛 4期 8座,114.232105,22.234326
愉景湾10期 - 時峰,愉景湾,公寓,"1,213",3,2,"45,000",香港愉景湾愉景湾10期 - 時峰,114.027788,22.292031
缙城峰1座,西营盘,屋苑,760,3,2,"43,000",香港西营盘缙城峰1座,114.148181,22.283624
沙田洋房/独立屋,沙田,洋房/独立屋,"1,800",5,4,"43,000",香港沙田沙田洋房/独立屋,114.163825,22.276284
殷荣阁,西半山,公寓,946,3,2,"45,000",香港西半山殷荣阁,114.163825,22.276284
辉煌豪园,西半山,公寓,787,2,2,"43,000",香港西半山辉煌豪园,114.163825,22.276284
龙腾阁,西半山,公寓,"1,024",2,2,"45,000",香港西半山龙腾阁,114.050532,22.359483
承德山庄,西半山,公寓,942,3,2,"45,000",香港西半山承德山庄,114.163825,22.276284
富士屋,中半山,公寓,972,2,1,"43,000",香港中半山富士屋,114.176381,22.271426
衡峰阁,北角半山/宝马山,屋苑,"1,109",3,2,"44,500",香港北角半山/宝马山衡峰阁,114.200729,22.284435
巴丙顿山,西半山,公寓,621,2,1,"43,000",香港西半山巴丙顿山,114.163825,22.276284
殷然,西半山,公寓,732,2,1,"46,000",香港西半山殷然,114.163825,22.276284
比华利山,跑马地,屋苑,"1,432",4,2,"45,000",香港跑马地比华利山,114.188983,22.266227
鹿茵山庄,大埔,屋苑,"1,692",3,2,"43,000",香港大埔鹿茵山庄,114.163825,22.276284
比华利山 D座,跑马地,屋苑,"1,432",4,2,"45,000",香港跑马地比华利山 D座,114.188983,22.266227
百辉大厦,中半山,公寓,809,2,1,"43,000",香港中半山百辉大厦,114.163825,22.276284
海华大厦,铜锣湾,公寓,"1,015",3,2,"46,000",香港铜锣湾海华大厦,114.189409,22.278213
艳霞花园 1座,火炭,公寓,"1,211",4,2,"45,000",香港火炭艳霞花园 1座,114.163825,22.276284
兴华楼,西半山,公寓,"1,070",3,2,"45,000",香港西半山兴华楼,114.147559,22.281181
宝华阁,跑马地,公寓,898,3,2,"46,000",香港跑马地宝华阁,114.165087,22.334437
The Babington,西半山,公寓,648,3,2,"44,000",香港西半山The Babington,114.163825,22.276284
康德大厦,北角半山/宝马山,公寓,"1,109",3,2,"42,800",香港北角半山/宝马山康德大厦,114.190579,22.317007
傲翔湾畔,坚尼地城,公寓,790,3,2,"46,000",香港坚尼地城傲翔湾畔,114.163825,22.276284
Castle One By V,西半山,公寓,600,2,1,"42,500",香港西半山Castle One By V,114.163825,22.276284
尚汇,湾仔,公寓,669,1,1,"46,000",香港湾仔尚汇,114.163825,22.276284
瑧环,西半山,公寓,650,2,1,"45,000",香港西半山瑧环,114.163825,22.276284
贝沙湾四期 - 南湾,贝沙湾,公寓,729,2,2,"43,000",香港贝沙湾贝沙湾四期 - 南湾,114.137592,22.25173
显辉豪庭,东半山,公寓,964,3,2,"44,000",香港东半山显辉豪庭,114.163825,22.276284
嘉苑,中半山,公寓,783,1,2,"46,000",香港中半山嘉苑,114.163825,22.276284
承德山庄,西半山,公寓,942,3,2,"45,000",香港西半山承德山庄,114.163825,22.276284
雍慧阁,西半山,公寓,834,3,2,"46,000",香港西半山雍慧阁,114.163825,22.276284
Resiglow Happy Valley,跑马地,单幢式大厦,698,2,2,"43,000",香港跑马地Resiglow Happy Valley,114.188983,22.266227
帝豪阁,西半山,公寓,"1,027",3,2,"45,000",香港西半山帝豪阁,114.149828,22.279606
嘉苑,中半山,公寓,772,1,2,"43,500",香港中半山嘉苑,114.163825,22.276284
星域轩,湾仔,公寓,734,2,1,"45,000",香港湾仔星域轩,114.163825,22.276284
翠景楼,跑马地,公寓,925,3,2,"43,000",香港跑马地翠景楼,114.188983,22.266227
锦辉大厦,中半山,公寓,929,3,1,"45,000",香港中半山锦辉大厦,114.163825,22.276284
寿菊路,又一村,公寓,"1,197",3,2,"46,000",香港又一村寿菊路,114.177834,22.326496
Lexington Hill,坚尼地城,单幢式大厦,739,3,2,"45,000",香港坚尼地城Lexington Hill,114.163825,22.276284
峰景大厦,北角半山/宝马山,屋苑,"1,163",2,2,"44,500",香港北角半山/宝马山峰景大厦,114.190579,22.317007
山光苑,跑马地,屋苑,860,3,2,"44,000",香港跑马地山光苑,114.190058,22.264307
丽峰花园 (独立屋: A1至A30座),火炭,洋房/独立屋,"1,862",4,3,"45,000",香港火炭丽峰花园 (独立屋: A1至A30座),114.163825,22.276284
壹环,湾仔,单幢式大厦,848,3,2,"43,000",香港湾仔壹环,114.163825,22.276284
珑玺 星海钻 3 座,奥运站,屋苑,937,3,2,"46,000",香港奥运站珑玺 星海钻 3 座,114.165394,22.314865
聚贤居 1座,中上环,屋苑,813,3,2,"45,000",香港中上环聚贤居 1座,114.155806,22.28105
豐乐园,跑马地,洋房/独立屋,"1,079",2,2,"45,000",香港跑马地豐乐园,114.210752,22.404179
银星阁,跑马地,单幢式大厦,940,3,2,"46,000",香港跑马地银星阁,114.188983,22.266227
大埔洋房/独立屋,大埔,洋房/独立屋,"1,606",6,3,"45,000",香港大埔大埔洋房/独立屋,114.163825,22.276284
逸珑湾,大埔,屋苑,"1,052",3,2,"45,000",香港大埔逸珑湾,114.21087,22.42839
山光苑 2座,跑马地,单幢式大厦,881,3,2,"44,000",香港跑马地山光苑 2座,114.190058,22.264307
会景阁,湾仔,洋房/独立屋,933,2,1,"46,000",香港湾仔会景阁,114.163825,22.276284
柏蔚山1座,北角,公寓,783,3,2,"43,000",香港北角柏蔚山1座,114.163825,22.276284
蓝塘道(大厦单位),跑马地,单幢式大厦,930,3,1,"42,800",香港跑马地蓝塘道(大厦单位),114.188983,22.266227
帝欣苑,大埔,屋苑,"1,987",4,3,"43,000",香港大埔帝欣苑,114.160854,22.449238
帝欣苑,大埔,屋苑,"1,987",3,3,"43,800",香港大埔帝欣苑,114.160854,22.449238
西貢村屋,西貢,村屋,"2,100",4,4,"45,000",香港西貢西貢村屋,114.163825,22.276284
怡峰,坚尼地城,单幢式大厦,818,3,2,"46,000",香港坚尼地城怡峰,114.163825,22.276284
傲名,何文田,单幢式大厦,926,3,2,"45,000",香港何文田傲名,114.163825,22.276284
昍逵阁,大坑,单幢式大厦,961,3,2,"43,000",香港大坑昍逵阁,114.200628,22.271648
龙华花园 1座,渣甸山,屋苑,962,3,3,"43,000",香港渣甸山龙华花园 1座,114.163825,22.276284
雅景楼,毕架山,屋苑,"1,088",3,2,"45,000",香港毕架山雅景楼,114.163825,22.276284
蓝马豪庭,九龙塘,屋苑,913,3,2,"42,800",香港九龙塘蓝马豪庭,114.163825,22.276284
昍逵阁,大坑,单幢式大厦,956,3,2,"43,000",香港大坑昍逵阁,114.200628,22.271648
西貢村屋,西貢,村屋,"2,100",4,4,"46,000",香港西貢西貢村屋,114.163825,22.276284
疊翠豪庭,大埔,屋苑,"1,497",4,3,"45,800",香港大埔疊翠豪庭,114.187476,22.436344
丽景楼,毕架山,单幢式大厦,"1,190",3,2,"43,000",香港毕架山丽景楼,114.199409,22.332567
维基楼,跑马地,公寓,"1,097",3,2,"46,000",香港跑马地维基楼,114.188983,22.266227
又一居,又一村,公寓,"1,136",3,3,"46,000",香港又一村又一居,114.179821,22.330603
大埔洋房/独立屋,大埔,洋房/独立屋,"1,214",3,3,"45,000",香港大埔大埔洋房/独立屋,114.163825,22.276284
畢架山花园,又一村,屋苑,"1,304",3,2,"45,000",香港又一村畢架山花园,114.172134,22.338846
尚汇,湾仔,公寓,686,2,1,"45,000",香港湾仔尚汇,114.163825,22.276284
聚贤居 1座,中上环,公寓,813,3,2,"45,000",香港中上环聚贤居 1座,114.155806,22.28105
豪廷峰 1座,北角半山/宝马山,公寓,859,3,2,"43,000",香港北角半山/宝马山豪廷峰 1座,114.190579,22.317007
承德山庄 1座,西半山,公寓,942,3,2,"45,000",香港西半山承德山庄 1座,114.163825,22.276284
西浦,西营盘,公寓,853,3,2,"45,000",香港西营盘西浦,114.144729,22.283989
阳明山庄 山景园 3座,浅水湾,公寓,"1,001",2,2,"46,000",香港浅水湾阳明山庄 山景园 3座,114.14017,22.282217
西浦,西营盘,公寓,746,3,2,"46,000",香港西营盘西浦,114.144729,22.283989
会景阁,湾仔,公寓,614,1,1,"45,000",香港湾仔会景阁,114.163825,22.276284
曉嵐阁,清水湾,公寓,"1,147",3,2,"43,000",香港清水湾曉嵐阁,114.291885,22.284075
雍景台,西半山,公寓,"1,063",3,2,"43,700",香港西半山雍景台,114.15445,22.278811
书院道(大厦单位),九龙塘,屋苑,"1,020",3,3,"43,740",香港九龙塘书院道(大厦单位),114.189021,22.325742
歌赋岭,粉岭,洋房/独立屋,"1,798",3,3,"43,000",香港粉岭歌赋岭,114.163825,22.276284
天峦 1期,上水,洋房/独立屋,"1,576",3,3,"45,000",香港上水天峦 1期,114.163825,22.276284
比华利山別墅 1期,大埔,洋房/独立屋,"1,606",5,2,"43,000",香港大埔比华利山別墅 1期,114.163825,22.276284
愉景湾3期- 宝峰,愉景湾,公寓,"1,138",3,2,"43,000",香港愉景湾愉景湾3期- 宝峰,114.027788,22.292031
怡峰,坚尼地城,单幢式大厦,818,3,2,"46,000",香港坚尼地城怡峰,114.163825,22.276284
怡峰,坚尼地城,单幢式大厦,818,3,2,"46,000",香港坚尼地城怡峰,114.163825,22.276284
升荟,东涌,屋苑,"1,420",4,3,"43,000",香港东涌升荟,113.939633,22.280441
礼贤阁 B座,西半山,屋苑,"1,073",3,2,"46,000",香港西半山礼贤阁 B座,114.163825,22.276284
星钻,西营盘,公寓,855,3,2,"45,000",香港西营盘星钻,114.144729,22.283989
半山壹号,何文田,屋苑,"1,182",3,3,"45,000",香港何文田半山壹号,114.163825,22.276284
蓝马豪庭,九龙塘,单幢式大厦,964,3,3,"43,000",香港九龙塘蓝马豪庭,114.163825,22.276284
紅山半岛 4期 8座,红山半岛,屋苑,954,2,1,"45,000",香港红山半岛紅山半岛 4期 8座,114.232105,22.234326
